t,S,I,R,D
357,0.980952686782244,0.317476884375042,0.303394455480904,0.648292587009242
358,0.980887178025666,0.318568771493182,0.304418428160086,0.650979878088746
359,0.980814604599261,0.319778411143671,0.305573536304993,0.653470538113653
360,0.980746205750481,0.320918469752318,0.306650521193723,0.656092285508291
361,0.980721318845408,0.321333279809455,0.307007656079105,0.657861964999672
362,0.980702854367451,0.321641042109911,0.307236445615053,0.660024906600249
363,0.980621771225118,0.322992520038002,0.308519899109395,0.662974372419217
364,0.98056541442718,0.323931864102873,0.309407156090266,0.665137314019794
365,0.9805137138889,0.324793598544151,0.310221870047544,0.667103624565773
366,0.980454627559438,0.325778437905611,0.3111844601683,0.66861112931769
367,0.980397628518788,0.32672848674615,0.312113568893551,0.670053090384741
368,0.980370333203547,0.327183439712042,0.312509765407022,0.671888313560988
369,0.980352510968301,0.32748049723683,0.312735764826678,0.673854624106967
370,0.98028957118257,0.328529565252298,0.313745786924399,0.675820934652946
371,0.980240439615136,0.329348480590904,0.314487957858084,0.678442682047585
372,0.980198051596174,0.330054995784995,0.315149215419299,0.680212361538966
373,0.980159035351447,0.330705310906828,0.315771411352425,0.681523235236285
374,0.980114399482995,0.331449292815757,0.316471730541729,0.683292914727666
375,0.980094811080292,0.331775788473633,0.316734001473181,0.685128137903913
376,0.980081805665383,0.331992560180911,0.316904198566996,0.686439011601232
377,0.98003572475083,0.332760627835093,0.317671480547309,0.687225535819624
378,0.980002328129829,0.333317276169831,0.318187652061338,0.688733040571541
379,0.979965238613237,0.333935476964661,0.318770786366376,0.690175001638592
380,0.979925580125799,0.334596496862163,0.319398562532086,0.691616962705643
381,0.979889453973275,0.33519864049349,0.319978906720832,0.692731205348365
382,0.979869865570572,0.335525136151366,0.320249548001161,0.694369797470014
383,0.979860553051255,0.335680355398552,0.320338831722506,0.696073933276529
384,0.979842249133976,0.335985441505091,0.320620633468003,0.696926001179786
385,0.979789906352985,0.336857880722037,0.321485569518538,0.697974700137642
386,0.979754101321816,0.337454671965531,0.322079864288744,0.698630136986301
387,0.979720062458104,0.338022025075937,0.322637887547153,0.699416661204693
388,0.979688110883204,0.338554587665422,0.323156849177474,0.70026872910795
389,0.979675105468295,0.3387713593727,0.323349367201625,0.701055253326342
390,0.979664347902877,0.33895066436514,0.323491663132519,0.702103952284197
391,0.979615376896121,0.339766903509828,0.324311957322381,0.702824932817723
392,0.979580053546986,0.340355666171571,0.324892301511127,0.703611457036115
393,0.979548101972087,0.340888228761056,0.325416843374032,0.70433243756964
394,0.97950908572736,0.34153854388289,0.326069730586371,0.704922330733434
395,0.979473922938903,0.342124630350715,0.326655655007701,0.705512223897227
396,0.979464128737552,0.342287878179653,0.326800741054887,0.706102117061021
397,0.979450802201287,0.342510002274765,0.326987678846454,0.707150816018877
398,0.979413391563339,0.343133555457428,0.327607084663289,0.707871796552402
399,0.979394124281993,0.34345469872747,0.327913997455414,0.708527233401062
400,0.979377265410815,0.343735699088756,0.32816789803799,0.709444844989185
401,0.979363617753194,0.343963175571702,0.328374366643602,0.710165825522711
402,0.979352860187776,0.344142480564142,0.328552934086293,0.710362456577309
403,0.979340175894223,0.344353899883586,0.328742661994152,0.711083437110834
